# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.49
-58	0.58
-57	0.59
-56	0.63
-55	0.67
-54	0.63
-53	0.65
-52	0.71
-51	0.59
-50	0.67
-49	0.59
-48	0.66
-47	0.60
-46	0.62
-45	0.60
-44	0.66
-43	0.60
-42	0.69
-41	0.64
-40	0.64
-39	0.63
-38	0.65
-37	0.63
-36	0.70
-35	0.64
-34	0.70
-33	0.64
-32	0.68
-31	0.68
-30	0.67
-29	0.69
-28	0.69
-27	0.66
-26	0.68
-25	0.66
-24	0.67
-23	0.65
-22	0.67
-21	0.65
-20	0.67
-19	0.66
-18	0.67
-17	0.66
-16	0.66
-15	0.67
-14	0.67
-13	0.67
-12	0.65
-11	0.67
-10	0.66
-9	0.66
-8	0.65
-7	0.65
-6	0.64
-5	0.64
-4	0.65
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.64
4	0.65
5	0.63
6	0.61
7	0.59
8	0.61
9	0.61
10	0.62
11	0.62
12	0.62
13	0.63
14	0.61
15	0.63
16	0.62
17	0.65
18	0.62
19	0.65
20	0.63
21	0.66
22	0.63
23	0.63
24	0.64
25	0.63
26	0.66
27	0.66
28	0.65
29	0.66
30	0.65
31	0.68
32	0.64
33	0.67
34	0.67
35	0.65
36	0.65
37	0.67
38	0.65
39	0.67
40	0.64
41	0.70
42	0.67
43	0.64
44	0.65
45	0.59
46	0.67
47	0.67
48	0.63
49	0.69
50	0.69
51	0.67
52	0.69
53	0.72
54	0.63
55	0.66
56	0.64
57	0.69
58	0.71
59	0.69
60	0.68
