# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.58
-58	0.54
-57	0.64
-56	0.65
-55	0.59
-54	0.62
-53	0.60
-52	0.61
-51	0.53
-50	0.55
-49	0.54
-48	0.61
-47	0.62
-46	0.62
-45	0.58
-44	0.62
-43	0.64
-42	0.64
-41	0.62
-40	0.58
-39	0.62
-38	0.64
-37	0.60
-36	0.65
-35	0.62
-34	0.69
-33	0.59
-32	0.65
-31	0.64
-30	0.65
-29	0.64
-28	0.65
-27	0.63
-26	0.64
-25	0.63
-24	0.65
-23	0.65
-22	0.65
-21	0.65
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.63
6	0.59
7	0.61
8	0.59
9	0.60
10	0.58
11	0.61
12	0.59
13	0.61
14	0.57
15	0.59
16	0.57
17	0.61
18	0.57
19	0.63
20	0.58
21	0.62
22	0.58
23	0.63
24	0.58
25	0.59
26	0.60
27	0.65
28	0.60
29	0.64
30	0.59
31	0.65
32	0.60
33	0.63
34	0.58
35	0.62
36	0.60
37	0.64
38	0.64
39	0.63
40	0.60
41	0.67
42	0.65
43	0.63
44	0.59
45	0.62
46	0.62
47	0.61
48	0.65
49	0.64
50	0.62
51	0.74
52	0.67
53	0.62
54	0.65
55	0.66
56	0.62
57	0.66
58	0.63
59	0.64
60	0.65
