# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.60
-58	0.53
-57	0.57
-56	0.57
-55	0.60
-54	0.59
-53	0.58
-52	0.60
-51	0.55
-50	0.62
-49	0.53
-48	0.56
-47	0.57
-46	0.58
-45	0.59
-44	0.60
-43	0.63
-42	0.61
-41	0.60
-40	0.60
-39	0.57
-38	0.62
-37	0.59
-36	0.62
-35	0.58
-34	0.64
-33	0.56
-32	0.65
-31	0.63
-30	0.63
-29	0.61
-28	0.63
-27	0.62
-26	0.65
-25	0.62
-24	0.64
-23	0.62
-22	0.63
-21	0.63
-20	0.62
-19	0.64
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.64
-13	0.64
-12	0.63
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.65
-6	0.62
-5	0.62
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.63
5	0.61
6	0.58
7	0.57
8	0.57
9	0.58
10	0.56
11	0.57
12	0.56
13	0.57
14	0.55
15	0.56
16	0.56
17	0.59
18	0.55
19	0.58
20	0.54
21	0.58
22	0.55
23	0.59
24	0.57
25	0.57
26	0.56
27	0.62
28	0.56
29	0.61
30	0.56
31	0.64
32	0.59
33	0.58
34	0.58
35	0.57
36	0.56
37	0.58
38	0.59
39	0.57
40	0.59
41	0.60
42	0.60
43	0.60
44	0.55
45	0.58
46	0.59
47	0.61
48	0.56
49	0.61
50	0.58
51	0.64
52	0.61
53	0.67
54	0.60
55	0.53
56	0.61
57	0.65
58	0.57
59	0.68
60	0.61
