# [1]Indel length	[2]Count
-60	2489
-59	38
-58	86
-57	50
-56	114
-55	68
-54	117
-53	57
-52	107
-51	80
-50	157
-49	151
-48	201
-47	91
-46	143
-45	124
-44	181
-43	137
-42	229
-41	124
-40	398
-39	194
-38	288
-37	206
-36	452
-35	230
-34	407
-33	240
-32	646
-31	333
-30	772
-29	401
-28	918
-27	476
-26	889
-25	669
-24	1496
-23	642
-22	1282
-21	789
-20	2470
-19	950
-18	2224
-17	1222
-16	3793
-15	2260
-14	3602
-13	2055
-12	7625
-11	2712
-10	7751
-9	4289
-8	13470
-7	5461
-6	16273
-5	14804
-4	50689
-3	34916
-2	91835
-1	229706
1	232718
2	90665
3	32813
4	48222
5	14017
6	15588
7	5054
8	13314
9	3999
10	7268
11	2565
12	7306
13	1814
14	3232
15	2190
16	3583
17	1052
18	2008
19	839
20	2441
21	760
22	1120
23	584
24	1426
25	618
26	818
27	436
28	865
29	343
30	643
31	297
32	566
33	240
34	339
35	258
36	403
37	191
38	246
39	160
40	322
41	126
42	207
43	121
44	142
45	119
46	121
47	96
48	160
49	104
50	125
51	67
52	116
53	70
54	96
55	68
56	87
57	64
58	80
59	51
60	2330
