# [1]Indel length	[2]Count
-60	2463
-59	48
-58	74
-57	55
-56	101
-55	54
-54	129
-53	62
-52	128
-51	75
-50	171
-49	157
-48	203
-47	107
-46	165
-45	128
-44	214
-43	124
-42	243
-41	126
-40	413
-39	188
-38	309
-37	218
-36	467
-35	255
-34	410
-33	283
-32	656
-31	313
-30	768
-29	380
-28	947
-27	517
-26	920
-25	696
-24	1580
-23	623
-22	1315
-21	835
-20	2599
-19	986
-18	2283
-17	1248
-16	3819
-15	2387
-14	3641
-13	2164
-12	7827
-11	2789
-10	7793
-9	4269
-8	13706
-7	5553
-6	16436
-5	15036
-4	50874
-3	35266
-2	93063
-1	230458
1	235386
2	92532
3	33438
4	48577
5	14008
6	16224
7	5281
8	13559
9	4154
10	7519
11	2603
12	7446
13	1997
14	3368
15	2205
16	3773
17	1166
18	2199
19	925
20	2563
21	829
22	1165
23	635
24	1528
25	689
26	815
27	483
28	897
29	336
30	731
31	317
32	590
33	260
34	359
35	286
36	436
37	213
38	251
39	187
40	389
41	130
42	223
43	130
44	182
45	113
46	137
47	103
48	189
49	110
50	139
51	85
52	134
53	95
54	139
55	91
56	113
57	62
58	95
59	75
60	2861
