# [1]Indel length	[2]Count
-60	2350
-59	38
-58	76
-57	44
-56	105
-55	48
-54	125
-53	65
-52	112
-51	75
-50	163
-49	138
-48	191
-47	117
-46	157
-45	128
-44	190
-43	118
-42	225
-41	128
-40	379
-39	178
-38	270
-37	194
-36	414
-35	230
-34	416
-33	269
-32	635
-31	306
-30	743
-29	347
-28	907
-27	464
-26	911
-25	699
-24	1453
-23	621
-22	1242
-21	799
-20	2471
-19	961
-18	2136
-17	1169
-16	3673
-15	2265
-14	3477
-13	2020
-12	7580
-11	2712
-10	7596
-9	4266
-8	13179
-7	5379
-6	15849
-5	15025
-4	49854
-3	34500
-2	90660
-1	226282
1	229982
2	89171
3	32523
4	47448
5	13882
6	15378
7	5042
8	13195
9	3898
10	7090
11	2478
12	7038
13	1778
14	3198
15	2061
16	3497
17	1020
18	1970
19	800
20	2384
21	739
22	1106
23	562
24	1402
25	645
26	777
27	435
28	846
29	327
30	683
31	304
32	563
33	243
34	349
35	266
36	360
37	182
38	252
39	156
40	299
41	124
42	170
43	123
44	161
45	123
46	140
47	96
48	153
49	116
50	127
51	71
52	122
53	81
54	119
55	77
56	113
57	51
58	86
59	60
60	2434
