# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.58
-57	0.65
-56	0.61
-55	0.64
-54	0.59
-53	0.64
-52	0.64
-51	0.57
-50	0.61
-49	0.60
-48	0.62
-47	0.60
-46	0.63
-45	0.62
-44	0.61
-43	0.59
-42	0.65
-41	0.62
-40	0.60
-39	0.64
-38	0.66
-37	0.62
-36	0.66
-35	0.60
-34	0.66
-33	0.64
-32	0.67
-31	0.65
-30	0.62
-29	0.65
-28	0.64
-27	0.65
-26	0.67
-25	0.63
-24	0.65
-23	0.62
-22	0.66
-21	0.65
-20	0.64
-19	0.67
-18	0.65
-17	0.66
-16	0.64
-15	0.66
-14	0.65
-13	0.67
-12	0.65
-11	0.67
-10	0.64
-9	0.66
-8	0.64
-7	0.67
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.68
2	0.64
3	0.65
4	0.65
5	0.64
6	0.60
7	0.61
8	0.60
9	0.61
10	0.58
11	0.63
12	0.59
13	0.61
14	0.59
15	0.60
16	0.59
17	0.64
18	0.59
19	0.63
20	0.58
21	0.63
22	0.60
23	0.65
24	0.60
25	0.63
26	0.61
27	0.63
28	0.60
29	0.62
30	0.60
31	0.66
32	0.61
33	0.63
34	0.62
35	0.60
36	0.64
37	0.65
38	0.63
39	0.64
40	0.64
41	0.68
42	0.62
43	0.62
44	0.61
45	0.62
46	0.60
47	0.63
48	0.66
49	0.62
50	0.61
51	0.69
52	0.68
53	0.67
54	0.62
55	0.57
56	0.63
57	0.60
58	0.68
59	0.65
60	0.64
