# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.64
-58	0.61
-57	0.56
-56	0.63
-55	0.59
-54	0.62
-53	0.66
-52	0.64
-51	0.55
-50	0.64
-49	0.57
-48	0.60
-47	0.64
-46	0.62
-45	0.58
-44	0.64
-43	0.60
-42	0.66
-41	0.61
-40	0.61
-39	0.59
-38	0.63
-37	0.60
-36	0.64
-35	0.63
-34	0.66
-33	0.63
-32	0.66
-31	0.63
-30	0.65
-29	0.63
-28	0.65
-27	0.64
-26	0.66
-25	0.63
-24	0.64
-23	0.63
-22	0.66
-21	0.64
-20	0.64
-19	0.67
-18	0.66
-17	0.67
-16	0.64
-15	0.64
-14	0.65
-13	0.68
-12	0.65
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.64
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.63
12	0.59
13	0.62
14	0.58
15	0.59
16	0.58
17	0.62
18	0.58
19	0.62
20	0.58
21	0.62
22	0.57
23	0.64
24	0.59
25	0.61
26	0.62
27	0.63
28	0.58
29	0.62
30	0.59
31	0.63
32	0.61
33	0.60
34	0.59
35	0.60
36	0.61
37	0.68
38	0.62
39	0.60
40	0.62
41	0.65
42	0.63
43	0.64
44	0.64
45	0.65
46	0.62
47	0.64
48	0.62
49	0.66
50	0.63
51	0.65
52	0.65
53	0.62
54	0.63
55	0.63
56	0.61
57	0.69
58	0.68
59	0.68
60	0.64
