# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.51
-58	0.53
-57	0.58
-56	0.56
-55	0.57
-54	0.55
-53	0.62
-52	0.61
-51	0.58
-50	0.64
-49	0.54
-48	0.57
-47	0.60
-46	0.59
-45	0.54
-44	0.61
-43	0.59
-42	0.64
-41	0.63
-40	0.61
-39	0.59
-38	0.65
-37	0.60
-36	0.65
-35	0.60
-34	0.63
-33	0.62
-32	0.65
-31	0.64
-30	0.65
-29	0.64
-28	0.64
-27	0.63
-26	0.65
-25	0.62
-24	0.64
-23	0.61
-22	0.66
-21	0.64
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.65
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.68
-10	0.63
-9	0.66
-8	0.63
-7	0.67
-6	0.64
-5	0.64
-4	0.63
-3	0.65
-2	0.65
-1	0.68
1	0.67
2	0.64
3	0.65
4	0.64
5	0.64
6	0.60
7	0.63
8	0.59
9	0.62
10	0.57
11	0.63
12	0.58
13	0.65
14	0.58
15	0.60
16	0.58
17	0.64
18	0.57
19	0.63
20	0.58
21	0.64
22	0.58
23	0.62
24	0.58
25	0.58
26	0.59
27	0.63
28	0.59
29	0.62
30	0.59
31	0.65
32	0.59
33	0.61
34	0.59
35	0.58
36	0.58
37	0.65
38	0.62
39	0.63
40	0.62
41	0.68
42	0.60
43	0.62
44	0.58
45	0.66
46	0.60
47	0.62
48	0.60
49	0.65
50	0.58
51	0.61
52	0.65
53	0.63
54	0.65
55	0.59
56	0.59
57	0.63
58	0.57
59	0.74
60	0.63
