# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
143469.9	40542	1.801990	1.801990
2460.6	80885	2.082913	1.935402
2285.6	121756	2.115880	1.993607
2187.6	162468	2.103049	2.020300
2115.6	203368	2.152459	2.045981
2056.9	244323	2.146270	2.062344
2007.6	284826	2.123785	2.070933
1963.6	325818	2.187063	2.085076
1922.6	367068	2.145973	2.091802
1885.6	407432	2.109468	2.093543
1851.6	448276	2.163749	2.099811
1818.6	489864	2.131155	2.102447
1785.6	530742	2.134095	2.104862
1754.6	571814	2.152111	2.108208
1724.6	613311	2.168677	2.112227
1694.6	654907	2.133173	2.113549
1664.6	696259	2.064473	2.110590
1635.6	738437	2.110701	2.110597
1605.9	779716	2.097164	2.109883
1575.6	820464	2.093297	2.109055
1545.6	860820	2.091466	2.108226
1515.0	902649	2.047650	2.105365
1484.6	943334	2.028059	2.101950
1452.8	983842	2.062524	2.100307
1419.6	1024733	2.069204	2.099053
1385.6	1065369	1.999410	2.095131
1351.9	1106093	1.969087	2.090301
1315.6	1146502	1.984637	2.086450
1278.8	1187166	1.957597	2.081851
1241.9	1227598	1.958150	2.077612
1203.8	1268115	1.991067	2.074770
1167.9	1308582	1.956169	2.070960
1133.6	1349427	1.966446	2.067688
1101.8	1390473	1.959977	2.064397
1071.4	1431130	1.999410	2.062512
1044.5	1471989	2.003234	2.060835
1019.3	1512460	2.036312	2.060173
996.2	1553099	2.021262	2.059142
975.9	1593722	2.054820	2.059032
956.0	1634450	2.079389	2.059536
938.0	1675628	2.044584	2.059167
921.1	1716039	2.053805	2.059040
905.0	1756877	2.128629	2.060623
890.4	1797502	2.071834	2.060875
875.9	1838879	2.071333	2.061110
862.1	1879248	2.097920	2.061891
848.9	1920532	2.047239	2.061575
836.4	1960969	2.116051	2.062679
824.4	2002573	2.110812	2.063664
812.5	2044754	2.102228	2.064450
800.0	2085450	2.075807	2.064670
789.4	2127015	2.103024	2.065411
778.4	2168861	2.088722	2.065857
767.4	2210806	2.090554	2.066322
756.3	2251169	2.086800	2.066687
746.3	2292219	2.109142	2.067437
736.5	2332933	2.082759	2.067703
725.9	2373308	2.100284	2.068252
715.9	2415062	2.105079	2.068881
706.5	2457304	2.057248	2.068680
696.5	2499575	2.052278	2.068401
686.3	2541892	2.072684	2.068473
676.4	2583652	2.103218	2.069028
666.5	2626767	2.056067	2.068814
656.5	2669561	2.085364	2.069078
646.4	2711562	2.038047	2.068593
636.4	2753322	2.054865	2.068384
626.5	2794409	2.045286	2.068041
616.5	2836708	2.048796	2.067753
606.5	2877358	2.029061	2.067199
596.1	2917815	2.042566	2.066855
586.5	2958244	2.055627	2.066701
576.5	3001273	2.014291	2.065937
565.5	3043923	2.052752	2.065751
554.5	3084983	2.030258	2.065273
543.3	3125361	2.004315	2.064470
531.9	3168900	2.004140	2.063625
520.5	3210239	1.958703	2.062226
508.5	3253377	1.980173	2.061109
495.5	3295312	1.953793	2.059694
482.5	3335750	1.968362	2.058553
469.5	3376838	1.957248	2.057279
455.5	3419153	1.913454	2.055412
440.4	3462126	1.907313	2.053482
424.5	3503569	1.917083	2.051794
407.5	3545387	1.853497	2.049294
389.5	3586769	1.844710	2.046766
370.5	3628632	1.828772	2.044060
348.3	3669481	1.757087	2.040537
325.5	3710309	1.771947	2.037298
299.4	3751556	1.700825	2.033144
268.5	3792463	1.625273	2.028069
233.5	3833325	1.520479	2.021583
193.5	3874424	1.443605	2.014021
150.5	3915611	1.320394	2.004573
109.5	3956702	1.204335	1.993288
75.5	3998402	1.056619	1.979138
49.5	4033567	0.957199	1.965638
