# [1]Indel length	[2]Count
-60	2302
-59	37
-58	76
-57	46
-56	109
-55	58
-54	112
-53	64
-52	105
-51	81
-50	138
-49	134
-48	193
-47	100
-46	147
-45	118
-44	199
-43	127
-42	221
-41	130
-40	385
-39	166
-38	294
-37	204
-36	429
-35	249
-34	415
-33	266
-32	630
-31	299
-30	715
-29	372
-28	859
-27	481
-26	888
-25	685
-24	1473
-23	614
-22	1246
-21	750
-20	2387
-19	931
-18	2234
-17	1185
-16	3697
-15	2311
-14	3644
-13	2078
-12	7464
-11	2659
-10	7472
-9	4264
-8	13246
-7	5456
-6	16064
-5	14731
-4	50095
-3	34769
-2	90887
-1	226471
1	230595
2	89752
3	32488
4	47426
5	13836
6	15526
7	4991
8	13108
9	4024
10	7006
11	2438
12	7066
13	1782
14	3129
15	2113
16	3525
17	995
18	1947
19	811
20	2337
21	747
22	1049
23	570
24	1370
25	608
26	727
27	428
28	774
29	325
30	658
31	286
32	519
33	214
34	338
35	240
36	343
37	204
38	210
39	167
40	319
41	131
42	181
43	117
44	141
45	117
46	130
47	90
48	158
49	98
50	117
51	85
52	104
53	75
54	91
55	69
56	91
57	50
58	73
59	56
60	2190
