# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.54
-58	0.53
-57	0.56
-56	0.59
-55	0.54
-54	0.55
-53	0.59
-52	0.56
-51	0.54
-50	0.62
-49	0.54
-48	0.62
-47	0.57
-46	0.66
-45	0.61
-44	0.62
-43	0.59
-42	0.61
-41	0.64
-40	0.60
-39	0.59
-38	0.64
-37	0.58
-36	0.63
-35	0.59
-34	0.66
-33	0.63
-32	0.65
-31	0.63
-30	0.63
-29	0.63
-28	0.64
-27	0.64
-26	0.63
-25	0.63
-24	0.64
-23	0.63
-22	0.64
-21	0.64
-20	0.62
-19	0.66
-18	0.64
-17	0.65
-16	0.64
-15	0.62
-14	0.65
-13	0.67
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.59
9	0.61
10	0.57
11	0.61
12	0.58
13	0.61
14	0.58
15	0.58
16	0.58
17	0.63
18	0.56
19	0.62
20	0.57
21	0.59
22	0.57
23	0.60
24	0.58
25	0.59
26	0.57
27	0.62
28	0.59
29	0.64
30	0.57
31	0.63
32	0.58
33	0.65
34	0.58
35	0.60
36	0.61
37	0.64
38	0.60
39	0.61
40	0.61
41	0.63
42	0.61
43	0.61
44	0.59
45	0.59
46	0.58
47	0.62
48	0.60
49	0.62
50	0.56
51	0.63
52	0.66
53	0.66
54	0.67
55	0.62
56	0.62
57	0.64
58	0.62
59	0.66
60	0.65
