# [1]Indel length	[2]Count
-60	2402
-59	45
-58	88
-57	52
-56	93
-55	56
-54	114
-53	64
-52	108
-51	86
-50	151
-49	147
-48	216
-47	103
-46	152
-45	117
-44	212
-43	108
-42	191
-41	139
-40	365
-39	162
-38	269
-37	201
-36	407
-35	271
-34	389
-33	282
-32	622
-31	312
-30	755
-29	383
-28	901
-27	492
-26	881
-25	673
-24	1469
-23	606
-22	1260
-21	791
-20	2438
-19	946
-18	2186
-17	1151
-16	3734
-15	2330
-14	3500
-13	2034
-12	7527
-11	2666
-10	7583
-9	4165
-8	13155
-7	5412
-6	15898
-5	14853
-4	49735
-3	34337
-2	90216
-1	225830
1	228654
2	89094
3	32157
4	47390
5	13591
6	15254
7	4872
8	13086
9	3820
10	7056
11	2355
12	6995
13	1762
14	3081
15	2127
16	3460
17	970
18	1991
19	786
20	2382
21	770
22	1066
23	561
24	1398
25	583
26	756
27	435
28	811
29	295
30	652
31	289
32	527
33	230
34	323
35	237
36	365
37	183
38	229
39	165
40	315
41	125
42	183
43	103
44	165
45	112
46	126
47	83
48	169
49	101
50	125
51	83
52	123
53	75
54	116
55	73
56	81
57	59
58	73
59	63
60	2257
