# [1]Indel length	[2]Count
-60	2429
-59	47
-58	82
-57	56
-56	116
-55	71
-54	112
-53	66
-52	118
-51	80
-50	165
-49	147
-48	196
-47	103
-46	154
-45	131
-44	191
-43	107
-42	222
-41	135
-40	394
-39	171
-38	303
-37	210
-36	440
-35	234
-34	376
-33	254
-32	611
-31	309
-30	755
-29	403
-28	926
-27	501
-26	898
-25	708
-24	1569
-23	650
-22	1265
-21	787
-20	2489
-19	940
-18	2204
-17	1198
-16	3730
-15	2426
-14	3631
-13	2085
-12	7534
-11	2788
-10	7656
-9	4251
-8	13503
-7	5598
-6	16145
-5	15235
-4	50249
-3	34851
-2	91430
-1	228021
1	231345
2	90547
3	32704
4	47835
5	14165
6	15752
7	5104
8	13179
9	4020
10	7393
11	2505
12	7194
13	1851
14	3339
15	2192
16	3590
17	1069
18	2150
19	851
20	2478
21	771
22	1173
23	592
24	1437
25	653
26	856
27	465
28	863
29	340
30	656
31	304
32	553
33	242
34	359
35	270
36	428
37	197
38	251
39	154
40	344
41	134
42	219
43	102
44	157
45	131
46	142
47	100
48	176
49	131
50	162
51	87
52	134
53	95
54	123
55	70
56	95
57	71
58	80
59	71
60	2729
