# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.52
-58	0.57
-57	0.57
-56	0.59
-55	0.63
-54	0.63
-53	0.58
-52	0.61
-51	0.60
-50	0.62
-49	0.60
-48	0.58
-47	0.60
-46	0.62
-45	0.57
-44	0.63
-43	0.62
-42	0.61
-41	0.61
-40	0.62
-39	0.59
-38	0.61
-37	0.59
-36	0.62
-35	0.62
-34	0.64
-33	0.63
-32	0.64
-31	0.62
-30	0.64
-29	0.65
-28	0.62
-27	0.64
-26	0.63
-25	0.63
-24	0.62
-23	0.61
-22	0.65
-21	0.63
-20	0.62
-19	0.66
-18	0.64
-17	0.65
-16	0.62
-15	0.63
-14	0.64
-13	0.66
-12	0.62
-11	0.65
-10	0.62
-9	0.64
-8	0.62
-7	0.64
-6	0.62
-5	0.63
-4	0.62
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.62
5	0.61
6	0.57
7	0.58
8	0.56
9	0.57
10	0.55
11	0.58
12	0.56
13	0.58
14	0.54
15	0.56
16	0.54
17	0.58
18	0.53
19	0.60
20	0.54
21	0.59
22	0.53
23	0.59
24	0.55
25	0.57
26	0.54
27	0.60
28	0.55
29	0.61
30	0.56
31	0.61
32	0.55
33	0.64
34	0.57
35	0.57
36	0.56
37	0.63
38	0.58
39	0.57
40	0.57
41	0.61
42	0.61
43	0.63
44	0.58
45	0.57
46	0.63
47	0.58
48	0.57
49	0.62
50	0.60
51	0.59
52	0.61
53	0.61
54	0.63
55	0.56
56	0.60
57	0.72
58	0.56
59	0.60
60	0.62
