# [1]Indel length	[2]Count
-60	2456
-59	49
-58	87
-57	62
-56	127
-55	61
-54	134
-53	60
-52	119
-51	84
-50	167
-49	172
-48	209
-47	105
-46	166
-45	144
-44	211
-43	112
-42	230
-41	139
-40	358
-39	163
-38	297
-37	207
-36	470
-35	250
-34	410
-33	272
-32	620
-31	298
-30	770
-29	404
-28	947
-27	492
-26	896
-25	681
-24	1496
-23	663
-22	1290
-21	814
-20	2542
-19	957
-18	2294
-17	1276
-16	3859
-15	2390
-14	3697
-13	2088
-12	7764
-11	2801
-10	7887
-9	4429
-8	13695
-7	5735
-6	16595
-5	15258
-4	50757
-3	35331
-2	93516
-1	230356
1	235927
2	93045
3	34118
4	48965
5	14671
6	16378
7	5530
8	13817
9	4309
10	7518
11	2732
12	7500
13	1967
14	3454
15	2313
16	3783
17	1192
18	2179
19	897
20	2502
21	825
22	1246
23	651
24	1638
25	701
26	883
27	495
28	928
29	357
30	712
31	317
32	628
33	267
34	375
35	276
36	449
37	219
38	272
39	168
40	358
41	132
42	247
43	133
44	183
45	135
46	160
47	121
48	190
49	125
50	139
51	79
52	140
53	92
54	122
55	90
56	117
57	72
58	92
59	68
60	2927
