# [1]Indel length	[2]Count
-60	2415
-59	43
-58	76
-57	57
-56	111
-55	53
-54	110
-53	55
-52	120
-51	68
-50	144
-49	134
-48	182
-47	96
-46	152
-45	131
-44	192
-43	118
-42	205
-41	133
-40	357
-39	169
-38	285
-37	196
-36	425
-35	233
-34	410
-33	269
-32	601
-31	289
-30	762
-29	383
-28	847
-27	438
-26	883
-25	682
-24	1460
-23	612
-22	1259
-21	750
-20	2385
-19	948
-18	2201
-17	1146
-16	3638
-15	2249
-14	3464
-13	2007
-12	7399
-11	2722
-10	7562
-9	4160
-8	13163
-7	5393
-6	15713
-5	14800
-4	49119
-3	34127
-2	90103
-1	226650
1	228551
2	88501
3	32004
4	47356
5	13635
6	15277
7	4842
8	13044
9	3735
10	6988
11	2381
12	7124
13	1646
14	3121
15	2055
16	3567
17	1007
18	1940
19	767
20	2291
21	707
22	1022
23	527
24	1349
25	628
26	714
27	442
28	767
29	314
30	612
31	298
32	518
33	222
34	321
35	245
36	360
37	167
38	238
39	151
40	304
41	125
42	182
43	110
44	166
45	112
46	116
47	102
48	141
49	91
50	114
51	70
52	111
53	76
54	98
55	67
56	96
57	49
58	69
59	58
60	2131
