# [1]Indel length	[2]Count
-60	2411
-59	37
-58	71
-57	48
-56	105
-55	47
-54	117
-53	67
-52	115
-51	73
-50	148
-49	137
-48	191
-47	102
-46	149
-45	106
-44	199
-43	94
-42	210
-41	147
-40	352
-39	164
-38	277
-37	193
-36	401
-35	247
-34	397
-33	246
-32	563
-31	303
-30	754
-29	368
-28	899
-27	478
-26	854
-25	671
-24	1450
-23	606
-22	1197
-21	792
-20	2337
-19	929
-18	2188
-17	1106
-16	3630
-15	2200
-14	3414
-13	1982
-12	7350
-11	2632
-10	7540
-9	4093
-8	12943
-7	5194
-6	15535
-5	14771
-4	49009
-3	33944
-2	88873
-1	224358
1	225979
2	87063
3	31745
4	46450
5	13405
6	14929
7	4787
8	12656
9	3817
10	6865
11	2255
12	6719
13	1660
14	2938
15	2091
16	3355
17	950
18	1808
19	758
20	2167
21	715
22	971
23	489
24	1305
25	555
26	714
27	387
28	728
29	304
30	580
31	258
32	481
33	216
34	298
35	241
36	336
37	184
38	190
39	135
40	281
41	116
42	169
43	92
44	132
45	98
46	114
47	79
48	146
49	90
50	99
51	70
52	105
53	71
54	121
55	65
56	82
57	54
58	80
59	43
60	1990
