# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.57
-58	0.60
-57	0.61
-56	0.62
-55	0.60
-54	0.60
-53	0.64
-52	0.62
-51	0.57
-50	0.61
-49	0.61
-48	0.61
-47	0.60
-46	0.65
-45	0.57
-44	0.63
-43	0.62
-42	0.60
-41	0.66
-40	0.62
-39	0.61
-38	0.66
-37	0.60
-36	0.66
-35	0.63
-34	0.66
-33	0.62
-32	0.65
-31	0.67
-30	0.64
-29	0.65
-28	0.64
-27	0.65
-26	0.65
-25	0.63
-24	0.64
-23	0.62
-22	0.65
-21	0.65
-20	0.64
-19	0.66
-18	0.66
-17	0.66
-16	0.64
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.64
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.63
6	0.60
7	0.61
8	0.59
9	0.61
10	0.57
11	0.61
12	0.59
13	0.61
14	0.58
15	0.59
16	0.58
17	0.62
18	0.57
19	0.62
20	0.58
21	0.63
22	0.58
23	0.65
24	0.59
25	0.60
26	0.58
27	0.64
28	0.59
29	0.63
30	0.58
31	0.65
32	0.61
33	0.65
34	0.59
35	0.60
36	0.60
37	0.64
38	0.62
39	0.63
40	0.62
41	0.67
42	0.61
43	0.61
44	0.63
45	0.63
46	0.60
47	0.63
48	0.62
49	0.62
50	0.64
51	0.61
52	0.60
53	0.67
54	0.62
55	0.63
56	0.60
57	0.61
58	0.67
59	0.62
60	0.64
