# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.51
-58	0.55
-57	0.56
-56	0.59
-55	0.62
-54	0.63
-53	0.58
-52	0.56
-51	0.56
-50	0.61
-49	0.55
-48	0.59
-47	0.59
-46	0.62
-45	0.64
-44	0.60
-43	0.61
-42	0.63
-41	0.62
-40	0.59
-39	0.60
-38	0.64
-37	0.60
-36	0.62
-35	0.58
-34	0.63
-33	0.62
-32	0.63
-31	0.65
-30	0.62
-29	0.64
-28	0.64
-27	0.61
-26	0.64
-25	0.61
-24	0.64
-23	0.59
-22	0.64
-21	0.63
-20	0.62
-19	0.66
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.64
-13	0.67
-12	0.62
-11	0.65
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.62
-5	0.63
-4	0.62
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.62
3	0.63
4	0.62
5	0.62
6	0.58
7	0.58
8	0.56
9	0.58
10	0.55
11	0.58
12	0.55
13	0.57
14	0.54
15	0.55
16	0.55
17	0.57
18	0.54
19	0.58
20	0.55
21	0.59
22	0.54
23	0.57
24	0.56
25	0.58
26	0.55
27	0.60
28	0.56
29	0.59
30	0.55
31	0.62
32	0.55
33	0.63
34	0.56
35	0.57
36	0.58
37	0.63
38	0.58
39	0.59
40	0.58
41	0.61
42	0.62
43	0.61
44	0.53
45	0.57
46	0.59
47	0.61
48	0.56
49	0.61
50	0.63
51	0.66
52	0.61
53	0.65
54	0.60
55	0.64
56	0.59
57	0.52
58	0.61
59	0.62
60	0.61
