# [1]Indel length	[2]Count
-60	2489
-59	52
-58	84
-57	55
-56	112
-55	57
-54	122
-53	62
-52	126
-51	86
-50	151
-49	154
-48	197
-47	115
-46	164
-45	111
-44	215
-43	119
-42	222
-41	130
-40	365
-39	185
-38	299
-37	221
-36	456
-35	254
-34	401
-33	279
-32	667
-31	320
-30	754
-29	376
-28	945
-27	481
-26	922
-25	674
-24	1542
-23	658
-22	1302
-21	841
-20	2472
-19	982
-18	2292
-17	1210
-16	3935
-15	2355
-14	3656
-13	2102
-12	7892
-11	2777
-10	7954
-9	4246
-8	13540
-7	5614
-6	16534
-5	15062
-4	50608
-3	35124
-2	92733
-1	231435
1	235226
2	92262
3	33348
4	48666
5	14029
6	16023
7	5322
8	13681
9	4162
10	7458
11	2667
12	7384
13	1896
14	3290
15	2291
16	3773
17	1144
18	2143
19	919
20	2439
21	783
22	1193
23	661
24	1489
25	637
26	831
27	486
28	917
29	350
30	679
31	312
32	574
33	247
34	400
35	255
36	435
37	174
38	242
39	180
40	335
41	130
42	218
43	118
44	168
45	118
46	159
47	115
48	189
49	107
50	147
51	64
52	121
53	77
54	113
55	76
56	110
57	61
58	76
59	58
60	2687
