# [1]Indel length	[2]Count
-60	2482
-59	47
-58	75
-57	38
-56	123
-55	58
-54	115
-53	62
-52	130
-51	71
-50	143
-49	148
-48	205
-47	100
-46	158
-45	129
-44	231
-43	122
-42	211
-41	140
-40	372
-39	210
-38	301
-37	200
-36	456
-35	258
-34	423
-33	254
-32	638
-31	288
-30	756
-29	402
-28	954
-27	488
-26	902
-25	683
-24	1521
-23	619
-22	1291
-21	835
-20	2445
-19	940
-18	2115
-17	1210
-16	3791
-15	2314
-14	3607
-13	2009
-12	7539
-11	2781
-10	7816
-9	4221
-8	13363
-7	5473
-6	16329
-5	15029
-4	50530
-3	34800
-2	91781
-1	228854
1	231839
2	90088
3	32688
4	48038
5	13864
6	15696
7	4985
8	13245
9	3942
10	7133
11	2434
12	7226
13	1780
14	3190
15	2157
16	3638
17	1078
18	2016
19	823
20	2453
21	767
22	1137
23	589
24	1449
25	649
26	795
27	465
28	875
29	316
30	649
31	271
32	542
33	251
34	361
35	311
36	392
37	159
38	246
39	150
40	338
41	123
42	179
43	118
44	152
45	135
46	135
47	92
48	154
49	110
50	121
51	78
52	132
53	70
54	119
55	77
56	100
57	64
58	82
59	56
60	2488
