# [1]Indel length	[2]Count
-60	2355
-59	57
-58	90
-57	51
-56	106
-55	62
-54	106
-53	53
-52	112
-51	68
-50	145
-49	147
-48	187
-47	115
-46	151
-45	113
-44	183
-43	115
-42	196
-41	136
-40	376
-39	175
-38	277
-37	195
-36	467
-35	233
-34	388
-33	261
-32	599
-31	299
-30	719
-29	372
-28	886
-27	496
-26	902
-25	642
-24	1446
-23	632
-22	1218
-21	784
-20	2412
-19	936
-18	2208
-17	1181
-16	3617
-15	2265
-14	3564
-13	2031
-12	7443
-11	2692
-10	7325
-9	4280
-8	12981
-7	5376
-6	15889
-5	14947
-4	49692
-3	34465
-2	90778
-1	225785
1	229663
2	88867
3	32401
4	47152
5	13540
6	15141
7	4972
8	12778
9	3920
10	6790
11	2430
12	6829
13	1732
14	2962
15	2158
16	3381
17	1036
18	1847
19	801
20	2198
21	745
22	1039
23	584
24	1327
25	571
26	699
27	399
28	741
29	272
30	629
31	251
32	480
33	236
34	323
35	233
36	340
37	175
38	205
39	151
40	282
41	126
42	195
43	116
44	135
45	96
46	121
47	102
48	160
49	107
50	112
51	73
52	95
53	77
54	96
55	59
56	67
57	60
58	73
59	48
60	2113
