# [1]Indel length	[2]Count
-60	2515
-59	48
-58	87
-57	57
-56	108
-55	65
-54	159
-53	70
-52	113
-51	78
-50	172
-49	147
-48	207
-47	116
-46	150
-45	126
-44	202
-43	123
-42	256
-41	140
-40	399
-39	207
-38	308
-37	216
-36	451
-35	245
-34	427
-33	262
-32	649
-31	355
-30	795
-29	381
-28	982
-27	535
-26	929
-25	727
-24	1588
-23	674
-22	1277
-21	834
-20	2533
-19	1000
-18	2286
-17	1225
-16	3786
-15	2448
-14	3699
-13	2166
-12	7812
-11	2871
-10	7806
-9	4448
-8	13629
-7	5533
-6	16452
-5	15172
-4	51193
-3	35163
-2	92734
-1	231967
1	235964
2	92146
3	33317
4	48687
5	14124
6	16106
7	5236
8	13671
9	4121
10	7411
11	2609
12	7413
13	1849
14	3336
15	2226
16	3710
17	1146
18	2141
19	868
20	2534
21	830
22	1201
23	617
24	1512
25	649
26	843
27	489
28	924
29	364
30	732
31	306
32	545
33	260
34	364
35	263
36	432
37	176
38	288
39	163
40	353
41	138
42	211
43	128
44	186
45	141
46	147
47	114
48	186
49	112
50	159
51	80
52	127
53	85
54	124
55	79
56	89
57	67
58	81
59	68
60	2926
