# [1]Indel length	[2]Count
-60	2426
-59	46
-58	78
-57	45
-56	118
-55	54
-54	116
-53	54
-52	122
-51	80
-50	146
-49	130
-48	207
-47	104
-46	153
-45	130
-44	214
-43	112
-42	236
-41	123
-40	383
-39	193
-38	290
-37	224
-36	430
-35	223
-34	401
-33	246
-32	615
-31	303
-30	767
-29	380
-28	955
-27	500
-26	916
-25	664
-24	1500
-23	642
-22	1320
-21	795
-20	2451
-19	999
-18	2233
-17	1211
-16	3799
-15	2437
-14	3625
-13	2110
-12	7508
-11	2761
-10	7898
-9	4347
-8	13697
-7	5625
-6	16138
-5	15204
-4	50515
-3	34867
-2	91971
-1	230098
1	232663
2	90745
3	32821
4	48363
5	13973
6	15770
7	5087
8	13381
9	4051
10	7352
11	2529
12	7347
13	1854
14	3264
15	2225
16	3648
17	1036
18	2036
19	819
20	2439
21	744
22	1184
23	585
24	1503
25	639
26	846
27	464
28	855
29	338
30	680
31	286
32	575
33	236
34	383
35	252
36	378
37	190
38	246
39	145
40	328
41	131
42	184
43	104
44	168
45	117
46	145
47	100
48	182
49	107
50	146
51	92
52	121
53	67
54	113
55	79
56	105
57	63
58	89
59	61
60	2699
