# [1]Indel length	[2]Count
-60	2486
-59	47
-58	90
-57	54
-56	111
-55	58
-54	112
-53	53
-52	116
-51	69
-50	159
-49	166
-48	206
-47	91
-46	153
-45	125
-44	205
-43	109
-42	211
-41	132
-40	372
-39	193
-38	290
-37	212
-36	459
-35	242
-34	394
-33	288
-32	632
-31	312
-30	751
-29	393
-28	910
-27	507
-26	918
-25	678
-24	1548
-23	643
-22	1285
-21	812
-20	2501
-19	955
-18	2271
-17	1206
-16	3754
-15	2305
-14	3736
-13	2160
-12	7750
-11	2742
-10	7865
-9	4366
-8	13544
-7	5532
-6	16482
-5	15046
-4	51316
-3	34929
-2	92779
-1	230923
1	233989
2	91510
3	33266
4	48527
5	14082
6	15943
7	5103
8	13356
9	4041
10	7330
11	2537
12	7363
13	1895
14	3396
15	2098
16	3721
17	1044
18	2043
19	880
20	2540
21	809
22	1205
23	606
24	1466
25	624
26	848
27	462
28	873
29	349
30	701
31	321
32	589
33	254
34	386
35	251
36	438
37	192
38	257
39	156
40	338
41	117
42	185
43	133
44	167
45	144
46	145
47	128
48	180
49	111
50	122
51	87
52	150
53	83
54	116
55	87
56	107
57	73
58	89
59	67
60	2666
