# [1]Indel length	[2]Count
-60	2453
-59	46
-58	88
-57	72
-56	110
-55	63
-54	116
-53	64
-52	136
-51	75
-50	169
-49	158
-48	198
-47	116
-46	153
-45	126
-44	210
-43	125
-42	229
-41	134
-40	387
-39	173
-38	308
-37	199
-36	452
-35	248
-34	388
-33	284
-32	660
-31	329
-30	730
-29	378
-28	942
-27	477
-26	960
-25	709
-24	1526
-23	645
-22	1296
-21	811
-20	2470
-19	1019
-18	2303
-17	1230
-16	3757
-15	2346
-14	3704
-13	2158
-12	7676
-11	2750
-10	7771
-9	4300
-8	13683
-7	5669
-6	16434
-5	15341
-4	51246
-3	35206
-2	93022
-1	232249
1	235412
2	92162
3	33374
4	48529
5	13924
6	16088
7	5281
8	13755
9	4099
10	7404
11	2610
12	7499
13	1939
14	3375
15	2208
16	3613
17	1103
18	2088
19	898
20	2481
21	827
22	1205
23	573
24	1520
25	618
26	852
27	496
28	937
29	359
30	711
31	297
32	541
33	244
34	395
35	281
36	413
37	212
38	270
39	178
40	320
41	116
42	200
43	126
44	171
45	140
46	152
47	117
48	178
49	109
50	135
51	83
52	145
53	86
54	111
55	86
56	110
57	56
58	88
59	54
60	2716
