# [1]Indel length	[2]Count
-60	2545
-59	40
-58	75
-57	54
-56	108
-55	70
-54	137
-53	66
-52	122
-51	78
-50	161
-49	160
-48	194
-47	105
-46	152
-45	119
-44	217
-43	123
-42	224
-41	135
-40	373
-39	170
-38	284
-37	197
-36	388
-35	245
-34	396
-33	264
-32	613
-31	340
-30	758
-29	403
-28	935
-27	494
-26	908
-25	724
-24	1525
-23	604
-22	1321
-21	813
-20	2511
-19	976
-18	2243
-17	1239
-16	3802
-15	2359
-14	3626
-13	2067
-12	7571
-11	2795
-10	7644
-9	4291
-8	13484
-7	5536
-6	16063
-5	15181
-4	50258
-3	34923
-2	92147
-1	229545
1	232994
2	91370
3	33083
4	48156
5	14128
6	15901
7	5152
8	13169
9	4092
10	7448
11	2484
12	7315
13	1885
14	3384
15	2241
16	3598
17	1104
18	2125
19	899
20	2426
21	818
22	1118
23	579
24	1470
25	603
26	811
27	446
28	836
29	312
30	668
31	297
32	579
33	242
34	358
35	247
36	391
37	195
38	251
39	177
40	321
41	143
42	216
43	124
44	165
45	105
46	135
47	114
48	182
49	112
50	148
51	71
52	116
53	88
54	114
55	75
56	85
57	51
58	66
59	69
60	2541
