# [1]Indel length	[2]Count
-60	2460
-59	50
-58	83
-57	59
-56	114
-55	53
-54	120
-53	64
-52	111
-51	79
-50	171
-49	138
-48	196
-47	105
-46	152
-45	135
-44	191
-43	117
-42	227
-41	137
-40	384
-39	187
-38	299
-37	200
-36	453
-35	258
-34	399
-33	282
-32	637
-31	330
-30	730
-29	372
-28	914
-27	478
-26	932
-25	702
-24	1586
-23	658
-22	1282
-21	793
-20	2563
-19	977
-18	2210
-17	1220
-16	3797
-15	2344
-14	3704
-13	2166
-12	7729
-11	2699
-10	7787
-9	4376
-8	13600
-7	5508
-6	16439
-5	15253
-4	50900
-3	35121
-2	92810
-1	231514
1	234905
2	92185
3	33116
4	48770
5	14220
6	16033
7	5235
8	13511
9	4185
10	7439
11	2583
12	7486
13	1875
14	3355
15	2166
16	3649
17	1061
18	2151
19	830
20	2428
21	844
22	1146
23	557
24	1480
25	658
26	838
27	473
28	908
29	305
30	690
31	293
32	575
33	267
34	391
35	243
36	415
37	195
38	266
39	164
40	368
41	147
42	213
43	125
44	178
45	123
46	136
47	113
48	187
49	124
50	155
51	78
52	131
53	100
54	110
55	84
56	104
57	62
58	91
59	63
60	2694
