# [1]Indel length	[2]Count
-60	2341
-59	47
-58	86
-57	47
-56	97
-55	56
-54	121
-53	66
-52	102
-51	64
-50	151
-49	131
-48	196
-47	98
-46	147
-45	114
-44	196
-43	108
-42	211
-41	119
-40	357
-39	179
-38	280
-37	206
-36	421
-35	240
-34	376
-33	254
-32	595
-31	298
-30	753
-29	359
-28	916
-27	501
-26	908
-25	636
-24	1455
-23	623
-22	1266
-21	795
-20	2431
-19	970
-18	2218
-17	1136
-16	3744
-15	2200
-14	3563
-13	2016
-12	7584
-11	2756
-10	7602
-9	4215
-8	13255
-7	5345
-6	15946
-5	14878
-4	49885
-3	34249
-2	90589
-1	227181
1	229749
2	88787
3	32135
4	47155
5	13748
6	15372
7	4935
8	13046
9	3887
10	7182
11	2456
12	7124
13	1799
14	3117
15	2100
16	3360
17	1035
18	1925
19	825
20	2311
21	739
22	1040
23	556
24	1380
25	612
26	768
27	437
28	772
29	330
30	680
31	298
32	535
33	244
34	310
35	252
36	343
37	160
38	224
39	156
40	278
41	114
42	175
43	101
44	139
45	133
46	132
47	90
48	156
49	102
50	139
51	71
52	120
53	74
54	77
55	68
56	93
57	54
58	73
59	58
60	2224
