# [1]Indel length	[2]Count
-60	2517
-59	60
-58	94
-57	45
-56	129
-55	64
-54	129
-53	64
-52	110
-51	77
-50	173
-49	150
-48	202
-47	104
-46	161
-45	140
-44	185
-43	128
-42	215
-41	134
-40	406
-39	197
-38	302
-37	217
-36	426
-35	266
-34	406
-33	276
-32	650
-31	331
-30	767
-29	359
-28	970
-27	541
-26	926
-25	676
-24	1603
-23	658
-22	1309
-21	804
-20	2539
-19	973
-18	2281
-17	1256
-16	3766
-15	2415
-14	3669
-13	2110
-12	7674
-11	2786
-10	7947
-9	4393
-8	13682
-7	5582
-6	16559
-5	15223
-4	51007
-3	35438
-2	93409
-1	232435
1	236291
2	92812
3	33686
4	48627
5	14516
6	16104
7	5363
8	13745
9	4205
10	7542
11	2638
12	7474
13	1873
14	3370
15	2337
16	3773
17	1081
18	2160
19	873
20	2512
21	807
22	1200
23	615
24	1579
25	665
26	827
27	496
28	913
29	360
30	743
31	300
32	565
33	270
34	380
35	251
36	432
37	232
38	255
39	195
40	382
41	136
42	230
43	118
44	179
45	130
46	131
47	103
48	195
49	124
50	154
51	73
52	143
53	85
54	140
55	67
56	88
57	68
58	77
59	62
60	2846
