# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.50
-58	0.56
-57	0.61
-56	0.63
-55	0.67
-54	0.59
-53	0.60
-52	0.63
-51	0.57
-50	0.57
-49	0.57
-48	0.56
-47	0.60
-46	0.61
-45	0.55
-44	0.63
-43	0.64
-42	0.66
-41	0.61
-40	0.60
-39	0.65
-38	0.65
-37	0.57
-36	0.65
-35	0.59
-34	0.66
-33	0.62
-32	0.65
-31	0.64
-30	0.64
-29	0.64
-28	0.64
-27	0.64
-26	0.65
-25	0.62
-24	0.65
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.66
-17	0.66
-16	0.64
-15	0.63
-14	0.65
-13	0.67
-12	0.63
-11	0.65
-10	0.62
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.60
12	0.57
13	0.58
14	0.56
15	0.57
16	0.57
17	0.60
18	0.56
19	0.60
20	0.57
21	0.62
22	0.54
23	0.60
24	0.57
25	0.60
26	0.58
27	0.61
28	0.59
29	0.63
30	0.59
31	0.69
32	0.57
33	0.60
34	0.60
35	0.61
36	0.60
37	0.64
38	0.62
39	0.62
40	0.57
41	0.63
42	0.63
43	0.56
44	0.62
45	0.63
46	0.61
47	0.65
48	0.57
49	0.67
50	0.59
51	0.63
52	0.62
53	0.63
54	0.64
55	0.64
56	0.66
57	0.62
58	0.61
59	0.62
60	0.64
