# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.61
-58	0.64
-57	0.56
-56	0.58
-55	0.59
-54	0.55
-53	0.58
-52	0.57
-51	0.51
-50	0.57
-49	0.56
-48	0.57
-47	0.65
-46	0.62
-45	0.59
-44	0.63
-43	0.61
-42	0.63
-41	0.61
-40	0.61
-39	0.64
-38	0.65
-37	0.58
-36	0.64
-35	0.62
-34	0.66
-33	0.61
-32	0.66
-31	0.64
-30	0.65
-29	0.64
-28	0.66
-27	0.64
-26	0.65
-25	0.63
-24	0.63
-23	0.62
-22	0.65
-21	0.64
-20	0.63
-19	0.67
-18	0.65
-17	0.66
-16	0.64
-15	0.64
-14	0.66
-13	0.67
-12	0.64
-11	0.67
-10	0.64
-9	0.66
-8	0.64
-7	0.67
-6	0.64
-5	0.64
-4	0.64
-3	0.65
-2	0.66
-1	0.69
1	0.68
2	0.65
3	0.66
4	0.65
5	0.65
6	0.62
7	0.64
8	0.61
9	0.64
10	0.61
11	0.65
12	0.60
13	0.65
14	0.60
15	0.63
16	0.61
17	0.65
18	0.60
19	0.67
20	0.59
21	0.66
22	0.59
23	0.65
24	0.60
25	0.61
26	0.61
27	0.63
28	0.61
29	0.66
30	0.63
31	0.66
32	0.61
33	0.66
34	0.61
35	0.62
36	0.60
37	0.67
38	0.63
39	0.64
40	0.61
41	0.68
42	0.66
43	0.60
44	0.64
45	0.64
46	0.66
47	0.70
48	0.63
49	0.68
50	0.65
51	0.67
52	0.67
53	0.68
54	0.67
55	0.66
56	0.72
57	0.63
58	0.64
59	0.71
60	0.67
