# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.54
-58	0.55
-57	0.59
-56	0.58
-55	0.64
-54	0.63
-53	0.57
-52	0.58
-51	0.52
-50	0.61
-49	0.52
-48	0.58
-47	0.58
-46	0.64
-45	0.57
-44	0.62
-43	0.61
-42	0.64
-41	0.61
-40	0.59
-39	0.58
-38	0.62
-37	0.64
-36	0.61
-35	0.61
-34	0.62
-33	0.62
-32	0.63
-31	0.62
-30	0.63
-29	0.62
-28	0.62
-27	0.62
-26	0.63
-25	0.64
-24	0.63
-23	0.60
-22	0.64
-21	0.65
-20	0.63
-19	0.67
-18	0.65
-17	0.65
-16	0.63
-15	0.62
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.62
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.59
7	0.60
8	0.58
9	0.60
10	0.57
11	0.59
12	0.57
13	0.60
14	0.57
15	0.58
16	0.57
17	0.61
18	0.56
19	0.61
20	0.56
21	0.60
22	0.57
23	0.62
24	0.57
25	0.59
26	0.56
27	0.60
28	0.57
29	0.62
30	0.59
31	0.64
32	0.59
33	0.61
34	0.56
35	0.61
36	0.60
37	0.61
38	0.61
39	0.57
40	0.61
41	0.64
42	0.60
43	0.60
44	0.63
45	0.59
46	0.58
47	0.66
48	0.55
49	0.63
50	0.61
51	0.64
52	0.66
53	0.69
54	0.60
55	0.61
56	0.63
57	0.67
58	0.65
59	0.62
60	0.63
