# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.57
-58	0.52
-57	0.63
-56	0.59
-55	0.56
-54	0.62
-53	0.59
-52	0.61
-51	0.55
-50	0.62
-49	0.60
-48	0.62
-47	0.58
-46	0.63
-45	0.58
-44	0.62
-43	0.60
-42	0.65
-41	0.64
-40	0.61
-39	0.61
-38	0.63
-37	0.58
-36	0.65
-35	0.61
-34	0.66
-33	0.61
-32	0.66
-31	0.64
-30	0.63
-29	0.63
-28	0.64
-27	0.62
-26	0.65
-25	0.63
-24	0.64
-23	0.63
-22	0.65
-21	0.62
-20	0.63
-19	0.66
-18	0.65
-17	0.67
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.63
-11	0.67
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.64
6	0.59
7	0.62
8	0.59
9	0.61
10	0.58
11	0.62
12	0.58
13	0.62
14	0.57
15	0.59
16	0.57
17	0.61
18	0.57
19	0.64
20	0.58
21	0.62
22	0.58
23	0.63
24	0.59
25	0.61
26	0.60
27	0.62
28	0.59
29	0.63
30	0.59
31	0.65
32	0.61
33	0.66
34	0.59
35	0.62
36	0.60
37	0.65
38	0.63
39	0.60
40	0.62
41	0.64
42	0.64
43	0.66
44	0.63
45	0.57
46	0.60
47	0.64
48	0.63
49	0.66
50	0.61
51	0.64
52	0.63
53	0.62
54	0.58
55	0.59
56	0.66
57	0.61
58	0.58
59	0.62
60	0.62
