# [1]Indel length	[2]Count
-60	2448
-59	39
-58	77
-57	56
-56	94
-55	54
-54	111
-53	77
-52	114
-51	94
-50	166
-49	150
-48	200
-47	96
-46	172
-45	129
-44	218
-43	125
-42	233
-41	152
-40	383
-39	189
-38	301
-37	217
-36	424
-35	270
-34	397
-33	279
-32	673
-31	318
-30	760
-29	381
-28	975
-27	504
-26	923
-25	691
-24	1516
-23	654
-22	1316
-21	807
-20	2482
-19	969
-18	2252
-17	1240
-16	3798
-15	2375
-14	3677
-13	2121
-12	7704
-11	2766
-10	7767
-9	4364
-8	13600
-7	5545
-6	16473
-5	15099
-4	51210
-3	35093
-2	92611
-1	230796
1	233740
2	91349
3	33034
4	48605
5	14035
6	15858
7	5102
8	13448
9	4007
10	7283
11	2549
12	7353
13	1818
14	3239
15	2234
16	3598
17	1076
18	2101
19	860
20	2483
21	815
22	1149
23	604
24	1539
25	628
26	823
27	484
28	865
29	334
30	700
31	308
32	523
33	254
34	365
35	265
36	408
37	180
38	253
39	158
40	317
41	133
42	207
43	116
44	159
45	123
46	144
47	107
48	168
49	114
50	130
51	89
52	139
53	89
54	98
55	88
56	100
57	78
58	85
59	59
60	2696
