# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.62
-57	0.61
-56	0.62
-55	0.60
-54	0.59
-53	0.55
-52	0.59
-51	0.57
-50	0.61
-49	0.51
-48	0.62
-47	0.56
-46	0.60
-45	0.60
-44	0.62
-43	0.64
-42	0.65
-41	0.59
-40	0.60
-39	0.60
-38	0.63
-37	0.62
-36	0.64
-35	0.60
-34	0.65
-33	0.62
-32	0.64
-31	0.66
-30	0.63
-29	0.63
-28	0.63
-27	0.63
-26	0.65
-25	0.62
-24	0.65
-23	0.64
-22	0.65
-21	0.62
-20	0.63
-19	0.66
-18	0.65
-17	0.64
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.64
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.60
8	0.59
9	0.61
10	0.58
11	0.62
12	0.58
13	0.62
14	0.59
15	0.60
16	0.58
17	0.63
18	0.58
19	0.62
20	0.58
21	0.62
22	0.59
23	0.61
24	0.60
25	0.61
26	0.59
27	0.65
28	0.61
29	0.63
30	0.58
31	0.66
32	0.59
33	0.65
34	0.61
35	0.58
36	0.63
37	0.63
38	0.64
39	0.61
40	0.60
41	0.70
42	0.58
43	0.64
44	0.61
45	0.61
46	0.61
47	0.63
48	0.62
49	0.62
50	0.64
51	0.66
52	0.64
53	0.68
54	0.63
55	0.63
56	0.63
57	0.68
58	0.65
59	0.66
60	0.66
