# [1]Indel length	[2]Count
-60	2544
-59	48
-58	74
-57	68
-56	122
-55	69
-54	126
-53	78
-52	122
-51	94
-50	169
-49	159
-48	197
-47	103
-46	157
-45	136
-44	211
-43	123
-42	238
-41	147
-40	381
-39	188
-38	303
-37	228
-36	451
-35	259
-34	451
-33	261
-32	643
-31	327
-30	783
-29	400
-28	909
-27	489
-26	942
-25	739
-24	1542
-23	646
-22	1290
-21	821
-20	2474
-19	1011
-18	2248
-17	1281
-16	3847
-15	2453
-14	3636
-13	2120
-12	7681
-11	2851
-10	7821
-9	4431
-8	13607
-7	5557
-6	16425
-5	15542
-4	51136
-3	35331
-2	93017
-1	231525
1	235274
2	92193
3	33813
4	48653
5	14338
6	15952
7	5292
8	13544
9	4153
10	7563
11	2689
12	7563
13	1943
14	3363
15	2327
16	3655
17	1145
18	2138
19	874
20	2482
21	840
22	1194
23	663
24	1546
25	697
26	847
27	451
28	894
29	371
30	748
31	305
32	577
33	262
34	378
35	277
36	435
37	203
38	262
39	170
40	398
41	140
42	202
43	128
44	183
45	133
46	150
47	113
48	186
49	139
50	159
51	91
52	128
53	93
54	122
55	87
56	113
57	61
58	93
59	69
60	2943
