# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.58
-58	0.56
-57	0.61
-56	0.61
-55	0.60
-54	0.56
-53	0.65
-52	0.58
-51	0.59
-50	0.58
-49	0.54
-48	0.58
-47	0.56
-46	0.63
-45	0.54
-44	0.61
-43	0.66
-42	0.65
-41	0.61
-40	0.59
-39	0.61
-38	0.61
-37	0.59
-36	0.62
-35	0.61
-34	0.61
-33	0.62
-32	0.65
-31	0.65
-30	0.65
-29	0.64
-28	0.64
-27	0.60
-26	0.65
-25	0.62
-24	0.64
-23	0.63
-22	0.65
-21	0.63
-20	0.63
-19	0.65
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.64
6	0.60
7	0.62
8	0.59
9	0.62
10	0.58
11	0.63
12	0.58
13	0.62
14	0.58
15	0.60
16	0.58
17	0.63
18	0.57
19	0.62
20	0.58
21	0.63
22	0.57
23	0.62
24	0.57
25	0.61
26	0.59
27	0.63
28	0.60
29	0.67
30	0.58
31	0.63
32	0.60
33	0.63
34	0.59
35	0.61
36	0.62
37	0.65
38	0.62
39	0.63
40	0.58
41	0.69
42	0.63
43	0.65
44	0.62
45	0.61
46	0.63
47	0.62
48	0.62
49	0.68
50	0.60
51	0.67
52	0.65
53	0.70
54	0.61
55	0.71
56	0.63
57	0.66
58	0.64
59	0.69
60	0.65
