# [1]Indel length	[2]Count
-60	2571
-59	37
-58	87
-57	57
-56	120
-55	56
-54	133
-53	56
-52	121
-51	77
-50	173
-49	171
-48	224
-47	114
-46	181
-45	139
-44	205
-43	126
-42	213
-41	155
-40	429
-39	182
-38	297
-37	212
-36	470
-35	256
-34	432
-33	302
-32	693
-31	330
-30	715
-29	405
-28	987
-27	514
-26	942
-25	683
-24	1601
-23	668
-22	1347
-21	824
-20	2540
-19	973
-18	2355
-17	1276
-16	3874
-15	2411
-14	3768
-13	2095
-12	7857
-11	2812
-10	8005
-9	4382
-8	13914
-7	5655
-6	16611
-5	15363
-4	51419
-3	35970
-2	94314
-1	235826
1	239490
2	94224
3	33960
4	49684
5	14585
6	16537
7	5354
8	14140
9	4348
10	7802
11	2667
12	7866
13	1966
14	3428
15	2301
16	3865
17	1111
18	2305
19	886
20	2637
21	853
22	1162
23	636
24	1571
25	685
26	854
27	513
28	906
29	337
30	739
31	309
32	623
33	249
34	416
35	299
36	420
37	202
38	267
39	180
40	394
41	145
42	220
43	129
44	194
45	121
46	159
47	110
48	204
49	118
50	135
51	101
52	134
53	91
54	127
55	93
56	94
57	71
58	109
59	59
60	2911
