# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.52
-58	0.58
-57	0.55
-56	0.60
-55	0.59
-54	0.61
-53	0.57
-52	0.60
-51	0.58
-50	0.59
-49	0.55
-48	0.60
-47	0.60
-46	0.60
-45	0.60
-44	0.64
-43	0.60
-42	0.59
-41	0.63
-40	0.60
-39	0.60
-38	0.64
-37	0.59
-36	0.64
-35	0.60
-34	0.64
-33	0.63
-32	0.65
-31	0.63
-30	0.65
-29	0.63
-28	0.63
-27	0.64
-26	0.64
-25	0.61
-24	0.64
-23	0.62
-22	0.65
-21	0.63
-20	0.63
-19	0.66
-18	0.64
-17	0.65
-16	0.63
-15	0.63
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.65
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.61
10	0.58
11	0.61
12	0.58
13	0.61
14	0.57
15	0.58
16	0.57
17	0.63
18	0.57
19	0.62
20	0.56
21	0.61
22	0.58
23	0.62
24	0.58
25	0.60
26	0.59
27	0.62
28	0.59
29	0.64
30	0.59
31	0.63
32	0.59
33	0.65
34	0.60
35	0.57
36	0.59
37	0.66
38	0.62
39	0.60
40	0.62
41	0.63
42	0.62
43	0.57
44	0.61
45	0.62
46	0.57
47	0.65
48	0.64
49	0.60
50	0.64
51	0.61
52	0.58
53	0.62
54	0.66
55	0.63
56	0.68
57	0.65
58	0.63
59	0.71
60	0.64
