# [1]Indel length	[2]Count
-60	2494
-59	43
-58	83
-57	52
-56	118
-55	49
-54	106
-53	65
-52	113
-51	71
-50	168
-49	162
-48	200
-47	121
-46	174
-45	123
-44	207
-43	124
-42	215
-41	156
-40	375
-39	190
-38	297
-37	222
-36	444
-35	243
-34	391
-33	263
-32	624
-31	336
-30	765
-29	399
-28	891
-27	491
-26	914
-25	694
-24	1518
-23	627
-22	1345
-21	809
-20	2440
-19	985
-18	2295
-17	1235
-16	3773
-15	2302
-14	3658
-13	2113
-12	7679
-11	2884
-10	7570
-9	4370
-8	13658
-7	5659
-6	16471
-5	15420
-4	51465
-3	35747
-2	93851
-1	231010
1	235602
2	92793
3	34156
4	49040
5	14500
6	16263
7	5477
8	13672
9	4272
10	7415
11	2560
12	7388
13	1967
14	3242
15	2242
16	3657
17	1094
18	2082
19	908
20	2390
21	800
22	1200
23	618
24	1419
25	613
26	826
27	487
28	822
29	316
30	642
31	281
32	547
33	275
34	339
35	277
36	407
37	182
38	249
39	168
40	319
41	135
42	215
43	110
44	180
45	134
46	145
47	104
48	152
49	114
50	141
51	84
52	117
53	83
54	106
55	80
56	101
57	70
58	68
59	61
60	2496
