# [1]Indel length	[2]Count
-60	2519
-59	47
-58	91
-57	64
-56	106
-55	57
-54	112
-53	67
-52	125
-51	86
-50	187
-49	158
-48	194
-47	109
-46	173
-45	125
-44	227
-43	128
-42	240
-41	146
-40	388
-39	181
-38	320
-37	213
-36	460
-35	243
-34	442
-33	253
-32	647
-31	347
-30	783
-29	402
-28	981
-27	504
-26	942
-25	705
-24	1535
-23	647
-22	1329
-21	828
-20	2590
-19	1004
-18	2310
-17	1260
-16	3847
-15	2430
-14	3756
-13	2155
-12	7749
-11	2931
-10	7979
-9	4376
-8	13790
-7	5635
-6	16645
-5	15359
-4	51294
-3	35655
-2	94302
-1	233451
1	237784
2	93817
3	33981
4	49484
5	14289
6	16223
7	5280
8	13967
9	4243
10	7607
11	2680
12	7594
13	1911
14	3444
15	2361
16	3767
17	1089
18	2146
19	883
20	2556
21	852
22	1241
23	637
24	1626
25	639
26	886
27	525
28	872
29	330
30	760
31	322
32	618
33	270
34	381
35	280
36	443
37	193
38	286
39	182
40	338
41	141
42	202
43	134
44	180
45	140
46	152
47	111
48	206
49	124
50	152
51	81
52	158
53	83
54	115
55	84
56	114
57	70
58	85
59	58
60	3014
