# [1]Indel length	[2]Mean VAF
-60	0.58
-59	0.55
-58	0.57
-57	0.60
-56	0.60
-55	0.59
-54	0.60
-53	0.53
-52	0.59
-51	0.57
-50	0.62
-49	0.58
-48	0.63
-47	0.56
-46	0.63
-45	0.61
-44	0.65
-43	0.64
-42	0.63
-41	0.63
-40	0.62
-39	0.60
-38	0.65
-37	0.64
-36	0.65
-35	0.60
-34	0.66
-33	0.63
-32	0.66
-31	0.65
-30	0.63
-29	0.62
-28	0.65
-27	0.62
-26	0.66
-25	0.64
-24	0.64
-23	0.62
-22	0.64
-21	0.64
-20	0.63
-19	0.65
-18	0.65
-17	0.66
-16	0.63
-15	0.64
-14	0.65
-13	0.67
-12	0.64
-11	0.66
-10	0.63
-9	0.65
-8	0.63
-7	0.66
-6	0.63
-5	0.64
-4	0.63
-3	0.64
-2	0.65
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.63
6	0.60
7	0.62
8	0.59
9	0.62
10	0.58
11	0.63
12	0.59
13	0.63
14	0.59
15	0.60
16	0.58
17	0.66
18	0.59
19	0.66
20	0.57
21	0.62
22	0.58
23	0.63
24	0.59
25	0.61
26	0.60
27	0.64
28	0.60
29	0.61
30	0.59
31	0.65
32	0.60
33	0.60
34	0.63
35	0.59
36	0.60
37	0.65
38	0.63
39	0.62
40	0.60
41	0.69
42	0.67
43	0.62
44	0.59
45	0.59
46	0.59
47	0.66
48	0.63
49	0.66
50	0.65
51	0.65
52	0.63
53	0.70
54	0.64
55	0.63
56	0.63
57	0.62
58	0.58
59	0.70
60	0.64
