# [1]Indel length	[2]Count
-60	2396
-59	40
-58	92
-57	57
-56	101
-55	58
-54	107
-53	62
-52	121
-51	78
-50	148
-49	120
-48	185
-47	106
-46	152
-45	125
-44	194
-43	105
-42	232
-41	139
-40	345
-39	173
-38	273
-37	175
-36	418
-35	238
-34	402
-33	271
-32	603
-31	306
-30	752
-29	385
-28	902
-27	458
-26	896
-25	665
-24	1472
-23	651
-22	1227
-21	807
-20	2373
-19	937
-18	2156
-17	1121
-16	3614
-15	2360
-14	3411
-13	2028
-12	7242
-11	2703
-10	7616
-9	4236
-8	13220
-7	5397
-6	15790
-5	14967
-4	49482
-3	34116
-2	90152
-1	225490
1	228387
2	88716
3	32171
4	46825
5	13740
6	15162
7	4952
8	13012
9	3918
10	7001
11	2390
12	7066
13	1764
14	3044
15	2176
16	3452
17	1010
18	1930
19	819
20	2294
21	761
22	1066
23	557
24	1364
25	574
26	773
27	436
28	836
29	292
30	616
31	269
32	488
33	212
34	318
35	240
36	380
37	163
38	207
39	140
40	303
41	125
42	178
43	83
44	171
45	106
46	121
47	107
48	162
49	97
50	118
51	79
52	106
53	83
54	106
55	70
56	86
57	53
58	72
59	55
60	2266
