# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.57
-58	0.59
-57	0.60
-56	0.62
-55	0.56
-54	0.59
-53	0.58
-52	0.67
-51	0.58
-50	0.63
-49	0.58
-48	0.59
-47	0.58
-46	0.61
-45	0.58
-44	0.63
-43	0.66
-42	0.61
-41	0.62
-40	0.64
-39	0.60
-38	0.63
-37	0.59
-36	0.63
-35	0.59
-34	0.65
-33	0.61
-32	0.63
-31	0.65
-30	0.63
-29	0.63
-28	0.64
-27	0.62
-26	0.65
-25	0.65
-24	0.64
-23	0.62
-22	0.65
-21	0.65
-20	0.63
-19	0.66
-18	0.65
-17	0.66
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.66
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.64
6	0.60
7	0.62
8	0.59
9	0.62
10	0.59
11	0.64
12	0.58
13	0.62
14	0.58
15	0.60
16	0.58
17	0.65
18	0.58
19	0.64
20	0.58
21	0.63
22	0.59
23	0.61
24	0.60
25	0.63
26	0.60
27	0.67
28	0.60
29	0.64
30	0.58
31	0.67
32	0.61
33	0.64
34	0.60
35	0.61
36	0.64
37	0.66
38	0.63
39	0.65
40	0.59
41	0.69
42	0.65
43	0.65
44	0.61
45	0.60
46	0.64
47	0.66
48	0.65
49	0.62
50	0.60
51	0.71
52	0.65
53	0.64
54	0.66
55	0.60
56	0.63
57	0.70
58	0.65
59	0.69
60	0.64
