# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.62
-58	0.55
-57	0.61
-56	0.60
-55	0.58
-54	0.58
-53	0.59
-52	0.60
-51	0.56
-50	0.59
-49	0.57
-48	0.59
-47	0.59
-46	0.61
-45	0.58
-44	0.64
-43	0.64
-42	0.63
-41	0.59
-40	0.62
-39	0.60
-38	0.65
-37	0.59
-36	0.64
-35	0.61
-34	0.68
-33	0.62
-32	0.66
-31	0.64
-30	0.65
-29	0.64
-28	0.65
-27	0.62
-26	0.66
-25	0.64
-24	0.65
-23	0.62
-22	0.66
-21	0.63
-20	0.63
-19	0.67
-18	0.65
-17	0.67
-16	0.64
-15	0.64
-14	0.66
-13	0.67
-12	0.64
-11	0.68
-10	0.63
-9	0.66
-8	0.63
-7	0.67
-6	0.63
-5	0.64
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.64
5	0.64
6	0.60
7	0.62
8	0.59
9	0.62
10	0.58
11	0.61
12	0.59
13	0.62
14	0.58
15	0.60
16	0.58
17	0.62
18	0.59
19	0.63
20	0.59
21	0.62
22	0.59
23	0.62
24	0.59
25	0.61
26	0.60
27	0.63
28	0.60
29	0.61
30	0.59
31	0.66
32	0.60
33	0.62
34	0.59
35	0.62
36	0.63
37	0.67
38	0.63
39	0.63
40	0.59
41	0.66
42	0.62
43	0.61
44	0.59
45	0.65
46	0.60
47	0.66
48	0.62
49	0.65
50	0.63
51	0.64
52	0.66
53	0.60
54	0.59
55	0.65
56	0.66
57	0.65
58	0.58
59	0.64
60	0.64
