# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.58
-58	0.62
-57	0.59
-56	0.60
-55	0.59
-54	0.58
-53	0.65
-52	0.63
-51	0.57
-50	0.63
-49	0.56
-48	0.62
-47	0.63
-46	0.61
-45	0.61
-44	0.66
-43	0.60
-42	0.62
-41	0.66
-40	0.63
-39	0.62
-38	0.65
-37	0.63
-36	0.64
-35	0.62
-34	0.65
-33	0.61
-32	0.66
-31	0.67
-30	0.63
-29	0.65
-28	0.64
-27	0.64
-26	0.66
-25	0.64
-24	0.64
-23	0.63
-22	0.65
-21	0.64
-20	0.63
-19	0.67
-18	0.64
-17	0.66
-16	0.64
-15	0.64
-14	0.64
-13	0.67
-12	0.64
-11	0.65
-10	0.63
-9	0.66
-8	0.63
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.64
6	0.60
7	0.61
8	0.59
9	0.61
10	0.58
11	0.62
12	0.59
13	0.62
14	0.58
15	0.59
16	0.58
17	0.63
18	0.57
19	0.63
20	0.59
21	0.63
22	0.59
23	0.62
24	0.60
25	0.60
26	0.59
27	0.64
28	0.61
29	0.65
30	0.60
31	0.64
32	0.59
33	0.60
34	0.59
35	0.62
36	0.62
37	0.65
38	0.62
39	0.64
40	0.60
41	0.67
42	0.65
43	0.64
44	0.63
45	0.60
46	0.57
47	0.65
48	0.61
49	0.67
50	0.65
51	0.61
52	0.64
53	0.61
54	0.69
55	0.67
56	0.67
57	0.63
58	0.65
59	0.68
60	0.66
