# [1]Indel length	[2]Count
-60	2456
-59	43
-58	75
-57	51
-56	113
-55	52
-54	114
-53	57
-52	115
-51	91
-50	172
-49	153
-48	188
-47	102
-46	160
-45	132
-44	195
-43	121
-42	229
-41	145
-40	390
-39	176
-38	323
-37	217
-36	425
-35	259
-34	411
-33	263
-32	674
-31	303
-30	729
-29	371
-28	942
-27	510
-26	904
-25	719
-24	1532
-23	662
-22	1283
-21	835
-20	2565
-19	1007
-18	2247
-17	1208
-16	3829
-15	2416
-14	3662
-13	2133
-12	7612
-11	2769
-10	7801
-9	4286
-8	13550
-7	5484
-6	16274
-5	15049
-4	50083
-3	35120
-2	91730
-1	229287
1	233257
2	91255
3	33058
4	48388
5	14165
6	15952
7	5177
8	13393
9	4072
10	7330
11	2614
12	7336
13	1843
14	3337
15	2287
16	3695
17	1096
18	2175
19	857
20	2563
21	775
22	1171
23	575
24	1531
25	639
26	823
27	477
28	885
29	328
30	720
31	310
32	573
33	241
34	376
35	269
36	426
37	185
38	251
39	172
40	353
41	138
42	214
43	120
44	184
45	119
46	155
47	112
48	195
49	114
50	127
51	81
52	139
53	87
54	113
55	79
56	108
57	65
58	91
59	63
60	2745
