# [1]Indel length	[2]Count
-60	2578
-59	57
-58	82
-57	55
-56	107
-55	53
-54	129
-53	55
-52	116
-51	78
-50	157
-49	148
-48	185
-47	95
-46	149
-45	121
-44	204
-43	114
-42	221
-41	148
-40	359
-39	175
-38	296
-37	213
-36	435
-35	232
-34	422
-33	279
-32	628
-31	315
-30	724
-29	363
-28	865
-27	472
-26	949
-25	714
-24	1496
-23	601
-22	1261
-21	765
-20	2502
-19	942
-18	2197
-17	1166
-16	3731
-15	2330
-14	3623
-13	2074
-12	7495
-11	2724
-10	7723
-9	4192
-8	13307
-7	5428
-6	16041
-5	15107
-4	49946
-3	34403
-2	90738
-1	227659
1	230037
2	89566
3	32574
4	47772
5	13884
6	15535
7	5096
8	13272
9	3986
10	7242
11	2483
12	7174
13	1799
14	3262
15	2167
16	3464
17	1106
18	2056
19	878
20	2377
21	765
22	1127
23	591
24	1487
25	599
26	817
27	450
28	835
29	311
30	657
31	315
32	546
33	244
34	325
35	268
36	429
37	183
38	251
39	154
40	331
41	127
42	181
43	116
44	172
45	117
46	127
47	104
48	198
49	117
50	113
51	74
52	135
53	83
54	112
55	78
56	101
57	59
58	84
59	54
60	2394
