# [1]Indel length	[2]Mean VAF
-60	0.57
-59	0.56
-58	0.61
-57	0.53
-56	0.62
-55	0.61
-54	0.62
-53	0.57
-52	0.59
-51	0.62
-50	0.61
-49	0.59
-48	0.62
-47	0.55
-46	0.65
-45	0.58
-44	0.63
-43	0.64
-42	0.64
-41	0.66
-40	0.61
-39	0.62
-38	0.65
-37	0.64
-36	0.65
-35	0.61
-34	0.65
-33	0.63
-32	0.67
-31	0.65
-30	0.64
-29	0.64
-28	0.66
-27	0.63
-26	0.65
-25	0.64
-24	0.64
-23	0.64
-22	0.67
-21	0.63
-20	0.64
-19	0.65
-18	0.66
-17	0.66
-16	0.65
-15	0.64
-14	0.66
-13	0.67
-12	0.64
-11	0.67
-10	0.63
-9	0.66
-8	0.64
-7	0.67
-6	0.63
-5	0.63
-4	0.64
-3	0.64
-2	0.65
-1	0.69
1	0.67
2	0.64
3	0.65
4	0.65
5	0.63
6	0.60
7	0.62
8	0.59
9	0.62
10	0.59
11	0.62
12	0.58
13	0.62
14	0.58
15	0.60
16	0.57
17	0.64
18	0.58
19	0.64
20	0.57
21	0.62
22	0.59
23	0.63
24	0.60
25	0.60
26	0.58
27	0.64
28	0.60
29	0.65
30	0.58
31	0.65
32	0.59
33	0.67
34	0.59
35	0.58
36	0.59
37	0.67
38	0.65
39	0.61
40	0.62
41	0.67
42	0.61
43	0.66
44	0.62
45	0.62
46	0.60
47	0.62
48	0.65
49	0.63
50	0.64
51	0.70
52	0.64
53	0.68
54	0.59
55	0.62
56	0.68
57	0.57
58	0.66
59	0.65
60	0.64
