# [1]Indel length	[2]Count
-60	2287
-59	49
-58	89
-57	61
-56	118
-55	51
-54	109
-53	62
-52	123
-51	83
-50	154
-49	130
-48	180
-47	104
-46	144
-45	110
-44	193
-43	117
-42	227
-41	139
-40	364
-39	189
-38	280
-37	206
-36	407
-35	237
-34	402
-33	254
-32	598
-31	310
-30	684
-29	362
-28	883
-27	509
-26	868
-25	636
-24	1467
-23	601
-22	1240
-21	782
-20	2372
-19	963
-18	2177
-17	1175
-16	3688
-15	2325
-14	3466
-13	2044
-12	7439
-11	2583
-10	7438
-9	4136
-8	13096
-7	5325
-6	16014
-5	14663
-4	49299
-3	34001
-2	89542
-1	225083
1	227454
2	87888
3	31644
4	46791
5	13377
6	15254
7	4781
8	12737
9	3852
10	6843
11	2356
12	6931
13	1751
14	3086
15	2138
16	3392
17	981
18	1968
19	816
20	2355
21	758
22	1081
23	522
24	1340
25	569
26	815
27	425
28	768
29	285
30	634
31	256
32	530
33	236
34	310
35	231
36	342
37	178
38	229
39	161
40	280
41	125
42	174
43	102
44	148
45	120
46	126
47	100
48	167
49	106
50	129
51	82
52	124
53	75
54	104
55	69
56	84
57	50
58	72
59	48
60	2275
