# [1]Indel length	[2]Count
-60	2536
-59	42
-58	63
-57	57
-56	114
-55	67
-54	106
-53	62
-52	114
-51	78
-50	158
-49	147
-48	199
-47	104
-46	162
-45	139
-44	209
-43	123
-42	214
-41	149
-40	392
-39	170
-38	276
-37	205
-36	403
-35	252
-34	412
-33	271
-32	638
-31	322
-30	766
-29	388
-28	883
-27	508
-26	859
-25	695
-24	1492
-23	643
-22	1267
-21	785
-20	2506
-19	949
-18	2160
-17	1186
-16	3826
-15	2397
-14	3562
-13	2087
-12	7608
-11	2769
-10	7710
-9	4262
-8	13325
-7	5466
-6	16138
-5	15009
-4	50109
-3	34539
-2	91387
-1	228330
1	232318
2	90292
3	33155
4	47781
5	13973
6	15758
7	5245
8	13213
9	4047
10	7294
11	2555
12	7203
13	1888
14	3198
15	2202
16	3636
17	1073
18	2120
19	836
20	2487
21	808
22	1181
23	609
24	1498
25	635
26	813
27	431
28	827
29	314
30	690
31	318
32	527
33	240
34	362
35	246
36	400
37	173
38	273
39	167
40	305
41	138
42	196
43	122
44	163
45	129
46	127
47	92
48	179
49	104
50	137
51	88
52	114
53	74
54	102
55	90
56	101
57	66
58	71
59	65
60	2556
