# [1]Indel length	[2]Count
-60	2443
-59	41
-58	65
-57	58
-56	132
-55	61
-54	103
-53	65
-52	104
-51	84
-50	151
-49	148
-48	196
-47	114
-46	151
-45	128
-44	180
-43	113
-42	233
-41	134
-40	352
-39	182
-38	284
-37	221
-36	441
-35	249
-34	413
-33	289
-32	651
-31	313
-30	736
-29	392
-28	889
-27	478
-26	926
-25	657
-24	1513
-23	615
-22	1297
-21	793
-20	2535
-19	937
-18	2242
-17	1186
-16	3712
-15	2312
-14	3528
-13	2068
-12	7603
-11	2731
-10	7675
-9	4313
-8	13446
-7	5504
-6	16153
-5	15089
-4	50549
-3	34900
-2	91611
-1	229570
1	232498
2	90491
3	32800
4	47811
5	14048
6	15530
7	5127
8	13218
9	3939
10	7207
11	2467
12	7256
13	1839
14	3200
15	2140
16	3532
17	1039
18	2047
19	840
20	2388
21	749
22	1098
23	563
24	1387
25	627
26	744
27	439
28	803
29	331
30	682
31	286
32	531
33	228
34	331
35	263
36	403
37	183
38	227
39	156
40	295
41	117
42	180
43	109
44	165
45	122
46	134
47	109
48	164
49	122
50	121
51	81
52	118
53	85
54	97
55	78
56	87
57	53
58	86
59	58
60	2335
