# [1]Indel length	[2]Count
-60	2376
-59	46
-58	95
-57	56
-56	106
-55	64
-54	88
-53	60
-52	101
-51	84
-50	151
-49	147
-48	221
-47	109
-46	156
-45	145
-44	193
-43	115
-42	212
-41	131
-40	359
-39	174
-38	286
-37	208
-36	387
-35	248
-34	380
-33	262
-32	610
-31	288
-30	735
-29	363
-28	858
-27	475
-26	911
-25	688
-24	1502
-23	615
-22	1265
-21	773
-20	2478
-19	947
-18	2182
-17	1149
-16	3692
-15	2346
-14	3546
-13	2019
-12	7386
-11	2729
-10	7666
-9	4238
-8	13276
-7	5386
-6	16009
-5	14946
-4	49595
-3	34377
-2	90387
-1	227262
1	229286
2	89375
3	32414
4	47216
5	13741
6	15264
7	4960
8	13023
9	3947
10	7134
11	2436
12	7047
13	1788
14	3178
15	2138
16	3412
17	1027
18	1979
19	819
20	2311
21	784
22	1076
23	574
24	1389
25	607
26	775
27	430
28	838
29	299
30	636
31	291
32	525
33	228
34	336
35	261
36	373
37	191
38	217
39	150
40	307
41	125
42	157
43	123
44	151
45	115
46	131
47	85
48	151
49	98
50	118
51	68
52	127
53	69
54	100
55	65
56	83
57	52
58	72
59	62
60	2362
