# [1]Indel length	[2]Count
-60	2396
-59	35
-58	70
-57	48
-56	94
-55	56
-54	105
-53	44
-52	108
-51	73
-50	142
-49	122
-48	163
-47	92
-46	156
-45	113
-44	187
-43	108
-42	200
-41	123
-40	330
-39	180
-38	280
-37	205
-36	407
-35	211
-34	384
-33	231
-32	588
-31	320
-30	698
-29	333
-28	847
-27	457
-26	923
-25	633
-24	1447
-23	596
-22	1200
-21	730
-20	2321
-19	928
-18	2094
-17	1139
-16	3541
-15	2293
-14	3490
-13	1988
-12	7272
-11	2675
-10	7188
-9	4036
-8	12992
-7	5326
-6	15544
-5	14474
-4	48977
-3	33675
-2	88868
-1	223222
1	224842
2	86955
3	31561
4	46083
5	13312
6	14685
7	4760
8	12450
9	3801
10	6680
11	2324
12	6615
13	1646
14	2977
15	2041
16	3274
17	967
18	1804
19	750
20	2147
21	705
22	980
23	511
24	1266
25	556
26	673
27	400
28	730
29	299
30	592
31	267
32	506
33	210
34	295
35	215
36	341
37	170
38	184
39	140
40	249
41	119
42	164
43	101
44	137
45	109
46	113
47	84
48	143
49	87
50	96
51	58
52	89
53	67
54	91
55	52
56	77
57	45
58	64
59	52
60	1822
