# [1]Indel length	[2]Count
-60	2588
-59	44
-58	84
-57	56
-56	104
-55	67
-54	132
-53	74
-52	129
-51	83
-50	147
-49	142
-48	202
-47	105
-46	132
-45	143
-44	179
-43	112
-42	227
-41	148
-40	396
-39	202
-38	288
-37	197
-36	422
-35	241
-34	391
-33	255
-32	643
-31	328
-30	717
-29	377
-28	924
-27	493
-26	844
-25	687
-24	1552
-23	660
-22	1325
-21	792
-20	2513
-19	937
-18	2128
-17	1194
-16	3741
-15	2392
-14	3615
-13	2104
-12	7594
-11	2760
-10	7714
-9	4210
-8	13500
-7	5585
-6	16134
-5	14942
-4	50492
-3	35087
-2	91918
-1	230697
1	233710
2	90940
3	32962
4	47854
5	13927
6	15564
7	5060
8	13064
9	3992
10	7213
11	2485
12	7191
13	1788
14	3056
15	2185
16	3474
17	1034
18	2025
19	830
20	2340
21	751
22	1029
23	558
24	1390
25	578
26	770
27	413
28	814
29	336
30	606
31	288
32	505
33	222
34	345
35	252
36	367
37	177
38	220
39	152
40	303
41	128
42	177
43	109
44	136
45	102
46	128
47	97
48	153
49	112
50	126
51	73
52	112
53	73
54	95
55	62
56	91
57	52
58	77
59	55
60	2219
