# [1]Indel length	[2]Count
-60	2529
-59	54
-58	90
-57	68
-56	127
-55	71
-54	113
-53	65
-52	123
-51	86
-50	177
-49	159
-48	196
-47	100
-46	143
-45	142
-44	215
-43	114
-42	221
-41	142
-40	398
-39	195
-38	289
-37	211
-36	458
-35	245
-34	392
-33	295
-32	640
-31	312
-30	786
-29	395
-28	950
-27	484
-26	901
-25	702
-24	1534
-23	643
-22	1280
-21	793
-20	2472
-19	966
-18	2238
-17	1245
-16	3860
-15	2477
-14	3621
-13	2158
-12	7621
-11	2787
-10	7920
-9	4200
-8	13555
-7	5585
-6	16356
-5	15388
-4	50792
-3	35174
-2	92452
-1	231193
1	235035
2	91559
3	33187
4	48194
5	14213
6	16010
7	5203
8	13472
9	4135
10	7471
11	2587
12	7447
13	1846
14	3365
15	2267
16	3657
17	1114
18	2157
19	876
20	2486
21	790
22	1209
23	600
24	1515
25	634
26	827
27	491
28	888
29	356
30	747
31	322
32	594
33	248
34	375
35	277
36	439
37	196
38	283
39	170
40	364
41	142
42	203
43	117
44	156
45	120
46	142
47	100
48	202
49	133
50	138
51	86
52	141
53	73
54	140
55	71
56	133
57	67
58	87
59	62
60	2837
