# [1]Indel length	[2]Mean VAF
-60	0.53
-59	0.48
-58	0.53
-57	0.57
-56	0.56
-55	0.57
-54	0.58
-53	0.61
-52	0.57
-51	0.58
-50	0.55
-49	0.54
-48	0.58
-47	0.57
-46	0.58
-45	0.56
-44	0.61
-43	0.54
-42	0.57
-41	0.59
-40	0.57
-39	0.59
-38	0.61
-37	0.57
-36	0.61
-35	0.60
-34	0.61
-33	0.58
-32	0.61
-31	0.62
-30	0.63
-29	0.62
-28	0.61
-27	0.60
-26	0.63
-25	0.59
-24	0.60
-23	0.59
-22	0.63
-21	0.60
-20	0.60
-19	0.63
-18	0.62
-17	0.64
-16	0.61
-15	0.61
-14	0.62
-13	0.64
-12	0.61
-11	0.64
-10	0.60
-9	0.64
-8	0.61
-7	0.64
-6	0.61
-5	0.61
-4	0.62
-3	0.63
-2	0.63
-1	0.67
1	0.67
2	0.62
3	0.62
4	0.62
5	0.61
6	0.57
7	0.57
8	0.56
9	0.57
10	0.55
11	0.56
12	0.55
13	0.55
14	0.53
15	0.54
16	0.54
17	0.56
18	0.52
19	0.58
20	0.54
21	0.58
22	0.54
23	0.56
24	0.54
25	0.57
26	0.51
27	0.58
28	0.54
29	0.57
30	0.54
31	0.59
32	0.56
33	0.59
34	0.54
35	0.57
36	0.56
37	0.61
38	0.57
39	0.57
40	0.52
41	0.65
42	0.58
43	0.61
44	0.58
45	0.53
46	0.52
47	0.59
48	0.56
49	0.57
50	0.58
51	0.58
52	0.58
53	0.60
54	0.61
55	0.59
56	0.65
57	0.55
58	0.62
59	0.60
60	0.58
