# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.59
-58	0.55
-57	0.63
-56	0.62
-55	0.59
-54	0.59
-53	0.53
-52	0.59
-51	0.53
-50	0.61
-49	0.51
-48	0.58
-47	0.59
-46	0.63
-45	0.57
-44	0.62
-43	0.60
-42	0.65
-41	0.58
-40	0.60
-39	0.58
-38	0.63
-37	0.63
-36	0.62
-35	0.58
-34	0.63
-33	0.65
-32	0.64
-31	0.64
-30	0.63
-29	0.61
-28	0.63
-27	0.61
-26	0.66
-25	0.63
-24	0.63
-23	0.63
-22	0.63
-21	0.63
-20	0.61
-19	0.66
-18	0.63
-17	0.64
-16	0.63
-15	0.63
-14	0.64
-13	0.65
-12	0.62
-11	0.66
-10	0.62
-9	0.64
-8	0.61
-7	0.64
-6	0.62
-5	0.63
-4	0.63
-3	0.63
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.63
5	0.63
6	0.59
7	0.61
8	0.58
9	0.60
10	0.57
11	0.62
12	0.57
13	0.61
14	0.57
15	0.59
16	0.57
17	0.62
18	0.57
19	0.62
20	0.57
21	0.62
22	0.56
23	0.63
24	0.57
25	0.59
26	0.57
27	0.62
28	0.57
29	0.65
30	0.56
31	0.65
32	0.59
33	0.63
34	0.59
35	0.58
36	0.61
37	0.63
38	0.62
39	0.62
40	0.60
41	0.66
42	0.65
43	0.60
44	0.63
45	0.63
46	0.57
47	0.61
48	0.65
49	0.58
50	0.62
51	0.67
52	0.65
53	0.65
54	0.60
55	0.59
56	0.62
57	0.60
58	0.64
59	0.71
60	0.65
