# [1]Indel length	[2]Count
-60	2442
-59	43
-58	76
-57	51
-56	129
-55	51
-54	127
-53	50
-52	108
-51	91
-50	164
-49	152
-48	219
-47	100
-46	154
-45	117
-44	212
-43	105
-42	241
-41	131
-40	353
-39	185
-38	297
-37	200
-36	468
-35	266
-34	367
-33	265
-32	645
-31	331
-30	766
-29	366
-28	944
-27	466
-26	921
-25	639
-24	1550
-23	647
-22	1299
-21	807
-20	2446
-19	962
-18	2175
-17	1218
-16	3761
-15	2335
-14	3549
-13	2103
-12	7663
-11	2773
-10	7671
-9	4239
-8	13502
-7	5534
-6	16237
-5	14914
-4	50570
-3	34801
-2	92025
-1	229570
1	232527
2	90856
3	32655
4	47976
5	13803
6	15538
7	5081
8	13102
9	3936
10	7141
11	2470
12	7274
13	1778
14	3116
15	2085
16	3536
17	1036
18	1978
19	847
20	2350
21	725
22	1102
23	588
24	1471
25	614
26	765
27	445
28	820
29	331
30	664
31	317
32	548
33	256
34	356
35	263
36	388
37	176
38	244
39	178
40	318
41	130
42	196
43	102
44	165
45	142
46	148
47	108
48	186
49	103
50	135
51	78
52	135
53	77
54	103
55	87
56	88
57	60
58	80
59	60
60	2583
