# [1]Indel length	[2]Count
-60	2534
-59	46
-58	80
-57	48
-56	119
-55	53
-54	110
-53	75
-52	129
-51	84
-50	181
-49	162
-48	234
-47	115
-46	164
-45	122
-44	201
-43	116
-42	240
-41	161
-40	379
-39	175
-38	344
-37	208
-36	439
-35	254
-34	444
-33	303
-32	662
-31	309
-30	777
-29	397
-28	933
-27	512
-26	907
-25	726
-24	1502
-23	665
-22	1236
-21	831
-20	2496
-19	949
-18	2277
-17	1218
-16	3848
-15	2397
-14	3658
-13	2068
-12	7730
-11	2829
-10	7874
-9	4344
-8	13697
-7	5598
-6	16539
-5	15307
-4	51048
-3	35109
-2	92879
-1	231658
1	235857
2	92370
3	33389
4	48844
5	14187
6	16086
7	5321
8	13714
9	4233
10	7457
11	2583
12	7553
13	1940
14	3414
15	2224
16	3821
17	1101
18	2198
19	872
20	2592
21	831
22	1179
23	618
24	1560
25	660
26	851
27	512
28	939
29	326
30	766
31	325
32	625
33	248
34	383
35	265
36	437
37	188
38	274
39	183
40	381
41	124
42	214
43	134
44	160
45	126
46	171
47	113
48	191
49	127
50	149
51	93
52	135
53	89
54	129
55	74
56	107
57	69
58	101
59	72
60	2947
