# [1]Indel length	[2]Mean VAF
-60	0.56
-59	0.52
-58	0.62
-57	0.59
-56	0.58
-55	0.52
-54	0.62
-53	0.57
-52	0.58
-51	0.59
-50	0.57
-49	0.59
-48	0.60
-47	0.54
-46	0.63
-45	0.65
-44	0.62
-43	0.63
-42	0.61
-41	0.59
-40	0.60
-39	0.62
-38	0.62
-37	0.62
-36	0.64
-35	0.60
-34	0.63
-33	0.64
-32	0.65
-31	0.62
-30	0.63
-29	0.63
-28	0.63
-27	0.61
-26	0.64
-25	0.63
-24	0.63
-23	0.63
-22	0.64
-21	0.63
-20	0.62
-19	0.66
-18	0.65
-17	0.67
-16	0.63
-15	0.63
-14	0.65
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.66
-8	0.62
-7	0.66
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.65
4	0.64
5	0.64
6	0.60
7	0.62
8	0.59
9	0.62
10	0.58
11	0.63
12	0.59
13	0.62
14	0.58
15	0.61
16	0.58
17	0.64
18	0.57
19	0.65
20	0.58
21	0.64
22	0.58
23	0.63
24	0.60
25	0.60
26	0.59
27	0.66
28	0.58
29	0.63
30	0.60
31	0.64
32	0.62
33	0.64
34	0.59
35	0.60
36	0.62
37	0.68
38	0.65
39	0.65
40	0.63
41	0.70
42	0.65
43	0.65
44	0.66
45	0.60
46	0.61
47	0.65
48	0.64
49	0.65
50	0.64
51	0.64
52	0.62
53	0.62
54	0.65
55	0.65
56	0.63
57	0.71
58	0.62
59	0.61
60	0.66
