# [1]Indel length	[2]Mean VAF
-60	0.55
-59	0.54
-58	0.58
-57	0.56
-56	0.63
-55	0.64
-54	0.59
-53	0.61
-52	0.64
-51	0.59
-50	0.60
-49	0.56
-48	0.60
-47	0.54
-46	0.62
-45	0.62
-44	0.64
-43	0.64
-42	0.63
-41	0.65
-40	0.60
-39	0.60
-38	0.65
-37	0.61
-36	0.64
-35	0.61
-34	0.66
-33	0.63
-32	0.65
-31	0.64
-30	0.64
-29	0.62
-28	0.63
-27	0.62
-26	0.64
-25	0.63
-24	0.63
-23	0.62
-22	0.65
-21	0.63
-20	0.62
-19	0.65
-18	0.64
-17	0.66
-16	0.64
-15	0.62
-14	0.64
-13	0.66
-12	0.63
-11	0.66
-10	0.63
-9	0.64
-8	0.62
-7	0.65
-6	0.63
-5	0.63
-4	0.63
-3	0.64
-2	0.64
-1	0.68
1	0.67
2	0.63
3	0.64
4	0.64
5	0.63
6	0.60
7	0.61
8	0.58
9	0.61
10	0.57
11	0.61
12	0.57
13	0.61
14	0.58
15	0.58
16	0.57
17	0.63
18	0.57
19	0.64
20	0.57
21	0.63
22	0.56
23	0.61
24	0.58
25	0.61
26	0.57
27	0.62
28	0.60
29	0.62
30	0.59
31	0.62
32	0.60
33	0.64
34	0.60
35	0.61
36	0.62
37	0.66
38	0.63
39	0.61
40	0.61
41	0.61
42	0.61
43	0.61
44	0.62
45	0.64
46	0.62
47	0.63
48	0.62
49	0.63
50	0.62
51	0.68
52	0.70
53	0.64
54	0.68
55	0.60
56	0.61
57	0.63
58	0.62
59	0.60
60	0.64
